SubmissionDate,name,datetime,build_date,number,street,photo,waypoint-Latitude,waypoint-Longitude,waypoint-Altitude,waypoint-Accuracy,type,structure,style,windows,walls,porch,roof,chimney,elements,additions,inventory,notes,instanceID,KEY
"",AM,"Nov 30, 2019 12:19:00 AM",1941,8341,La Mesa Blvd,media/1575073247083.jpg,32.765328,-117.01816,0.0,0.0,commercial_retail,one_story,early_modern,yes,yes,no,undetermined,undetermined,yes,no,confirmed,"",uuid:e6294046-7b2c-4999-8a27-1213aaeaf3b5,uuid:e6294046-7b2c-4999-8a27-1213aaeaf3b5
"",Am,"Nov 3, 2019 9:07:00 PM",1990,7889,La Mesa Blvd,media/1572818942845.jpg,32.766359,-117.027531,0.0,0.0,residential,one_story,post_modern,yes,yes,no,yes,yes,no,no,not_included,"",uuid:43b6e8a5-7d45-481a-8f56-5323f0e90e36,uuid:43b6e8a5-7d45-481a-8f56-5323f0e90e36
"",Bb,"Dec 7, 2019 5:54:00 PM",1940,8370,La Mesa Blvd,media/1575741299647.jpg,32.765699,-117.017516,0.0,0.0,commercial_retail,one_story,early_modern,yes,no,no,no,no,yes,yes,non_candidate,"",uuid:0c70eecf-6b02-400c-aa71-866f4df9877c,uuid:0c70eecf-6b02-400c-aa71-866f4df9877c
"",Am,"Nov 3, 2019 8:20:00 PM","",7825,La Mesa Blvd,media/1572816143264.jpg,32.767787999999996,-117.029304,0.0,0.0,residential,one_story,undetermined,yes,yes,yes,yes,yes,yes,no,candidate,Looks good. Have to check year built.,uuid:f7e44f94-0f30-471b-baf1-f0bfa1b27a3b,uuid:f7e44f94-0f30-471b-baf1-f0bfa1b27a3b
"",AM,"Nov 30, 2019 10:32:00 PM",1938,8437,La Mesa Blvd,media/1575153286257.jpg,32.766995,-117.015829,0.0,0.0,residential,two_story,early_modern,yes,yes,yes,yes,undetermined,no,no,confirmed,"",uuid:450f7913-fda6-4ce3-af68-6dcb0c02de92,uuid:450f7913-fda6-4ce3-af68-6dcb0c02de92
"",Am,"Nov 5, 2019 9:52:00 PM","","","",media/1572990751798.jpg,32.767218,-117.028228,0.0,0.0,commercial_retail,one_story,"",yes,yes,yes,yes,no,no,no,undetermined,"",uuid:c3cf0fcf-bf32-4184-90ca-57a64e37dbb5,uuid:c3cf0fcf-bf32-4184-90ca-57a64e37dbb5
"",RK,"Feb 25, 2020 7:05:00 PM",1991,8419,La Mesa Blvd,media/1582657796033.jpg,32.766473,-117.015971,0.0,0.0,commercial_retail,"",post_modern,undetermined,undetermined,undetermined,undetermined,no,undetermined,undetermined,undetermined,"Building is a multi office complex with parking in the rear. Has Victorian elements, may have been remodeled, but unsure of built date. 1991 may have been date of remodel",uuid:fac58268-b617-4a7d-a726-5147b1f2b124,uuid:fac58268-b617-4a7d-a726-5147b1f2b124
"",Am,"Nov 5, 2019 10:01:00 PM",7914,7914,La Mesa Blvd,media/1572991343432.jpg,32.766321999999995,-117.02726799999999,0.0,0.0,residential,two_story,"",yes,yes,yes,yes,no,no,no,undetermined,"",uuid:656e624d-a5b2-43f8-aec7-a3046613f9e1,uuid:656e624d-a5b2-43f8-aec7-a3046613f9e1
"",Am,"Nov 3, 2019 5:10:00 PM",1940,7837,La Mesa Blvd,"",,,,,"","","","","","","","","","","","",uuid:e210598e-8186-4b6e-acff-14670761685b,uuid:e210598e-8186-4b6e-acff-14670761685b
"",ME AW,"Mar 24, 2019 8:51:00 PM","",4975,Pine,media/1553460680120.jpg,32.769514,-117.017789,0.0,0.0,residential,two_story,undetermined,yes,yes,no,yes,yes,yes,yes,undetermined,"",uuid:7c7c8157-5804-4204-8b54-666d74a8ac93,uuid:7c7c8157-5804-4204-8b54-666d74a8ac93
"",RRK,"Mar 7, 2020 7:35:00 PM",1952,8447,La Mesa Blvd,media/1583609825631.jpg,32.76739,-117.015622,0.0,0.0,residential,"",modern,no,yes,yes,yes,no,pot_reverse,yes,more_research,Multi unit building which has been refurbished but has maintained many original elements. Possible candidate.,uuid:a8c565ce-6734-494d-a537-d5714293c2dd,uuid:a8c565ce-6734-494d-a537-d5714293c2dd
"",SG,"Feb 17, 2020 11:45:00 PM",1940,4821,Palm Ave,media/1581983192368.jpg,32.766354,-117.01911,0.0,0.0,residential,one_story,minimal_trad,no,yes,yes,yes,pot_reverse,yes,undetermined,candidate,"",uuid:a127b345-4767-4cf4-b61a-32d680d4638a,uuid:a127b345-4767-4cf4-b61a-32d680d4638a
"",AM,"Oct 12, 2019 6:48:00 PM","",8047,La Mesa Blvd,media/1570906139347.jpg,32.763304999999995,-117.02373499999999,0.0,0.0,commercial_retail,two_story,undetermined,no,no,no,yes,no,no,no,non_candidate,"",uuid:84fc3bde-f4d5-4bc0-afe2-ab6d41a06312,uuid:84fc3bde-f4d5-4bc0-afe2-ab6d41a06312
"",RK,"Feb 18, 2020 6:57:00 PM",1952,8264,University Avenue,media/1582052357805.jpg,32.76769,-117.01994499999999,0.0,0.0,commercial_retail,"",craftsman,undetermined,undetermined,undetermined,yes,yes,undetermined,no,undetermined,"Commercial office with several offices inside, unsure if porch, windows, etc are compatible with time. Has large parking lot in the back for commercial use.",uuid:3497ce98-6d34-4f1f-95a1-92efee9b2966,uuid:3497ce98-6d34-4f1f-95a1-92efee9b2966
"",RRK,"Mar 25, 2020 12:33:00 AM",1984,8435,La Mesa Blvd,media/1585096431629.jpg,32.841206,-117.018805,0.0,0.0,residential,"",post_modern,yes,yes,yes,yes,yes,yes,yes,more_research,"3 unit building, all attached, with three different (8431/8433/8435) addresses. Lower level consists of garages/carports and storage areas. ***GPS location for this is incorrect***",uuid:c5082c2e-2a0c-40a9-871a-1c5c19849de4,uuid:c5082c2e-2a0c-40a9-871a-1c5c19849de4
"",Wr,"Mar 30, 2019 6:18:00 PM",1931,8330,University,media/1553969904490.jpg,32.767956999999996,-117.018395,0.0,0.0,commercial_retail,one_story,revivals,pot_reverse,pot_reverse,yes,pot_reverse,undetermined,undetermined,undetermined,more_research,"",uuid:abf7e333-3493-4c22-9ab8-329394b70d51,uuid:abf7e333-3493-4c22-9ab8-329394b70d51
"",AM,"Dec 1, 2019 10:06:00 PM",1930,8390,La Mesa Blvd,media/1575238118611.jpg,32.766117,-117.016814,0.0,0.0,government_institutional,two_story,revivals,yes,yes,no,yes,undetermined,no,no,confirmed,"",uuid:cd819453-c73e-4583-9f7b-6dc98b0e88d5,uuid:cd819453-c73e-4583-9f7b-6dc98b0e88d5
"",SG,"Feb 18, 2020 12:56:00 AM",1939,8393,La Mesa Blvd,media/1581987698452.jpg,32.765727999999996,-117.017026,0.0,0.0,commercial_retail,one_story,early_modern,yes,yes,undetermined,yes,undetermined,undetermined,undetermined,confirmed,"",uuid:af4c19bd-5990-477c-8461-535646ea5cb8,uuid:af4c19bd-5990-477c-8461-535646ea5cb8
"",Wr,"Apr 20, 2019 9:01:00 PM",0,8707,La Mesa,media/1555794113802.jpg,32.770049,-117.00938,0.0,0.0,commercial_retail,two_story,post_modern,yes,no,yes,yes,"","","",more_research,"",uuid:3bc624fc-4b71-441a-8e71-6a627e5cd5a7,uuid:3bc624fc-4b71-441a-8e71-6a627e5cd5a7
"",Jm,"Mar 24, 2019 8:11:00 PM","",8387,University avenue,media/1553458759300.jpg,32.768136999999996,-117.017006,0.0,0.0,residential,one_story,undetermined,yes,yes,yes,yes,yes,no,undetermined,undetermined,"",uuid:7da724d9-555f-46e4-9c6b-b8ea61921e3e,uuid:7da724d9-555f-46e4-9c6b-b8ea61921e3e
"",Kc,"Mar 1, 2020 10:09:00 PM",1959,8141,Center,media/1583100633561.jpg,32.771851999999996,-117.02186599999999,0.0,0.0,commercial_retail,one_story,contemporary,no,no,no,no,no,no,no,non_candidate,"",uuid:65fc5102-b48c-4602-87ae-be0ddb0f9716,uuid:65fc5102-b48c-4602-87ae-be0ddb0f9716
"",KC,"Feb 16, 2020 12:26:00 AM",1980,8100,Commercial,media/1582137913677.jpg,32.772948,-117.023637,0.0,0.0,commercial_retail,one_story,post_modern,no,no,no,no,no,no,no,non_candidate,"",uuid:0c00decc-9b18-4bfc-8fb2-1e1ab512a78e,uuid:0c00decc-9b18-4bfc-8fb2-1e1ab512a78e
"",Am,"Oct 31, 2019 9:56:00 PM",1940,8050,University Ave,media/1572559156209.jpg,32.766777999999995,-117.02449299999999,0.0,0.0,residential,one_story,"","","","","","","","","","",uuid:86001a03-c27a-48a5-bdf1-f2103837a8cf,uuid:86001a03-c27a-48a5-bdf1-f2103837a8cf
"",Kc,"Feb 16, 2020 12:21:00 AM",1950,8110,Commercial,media/1582138040870.jpg,32.772839999999995,-117.02385699999999,0.0,0.0,commercial_retail,one_story,undetermined,no,no,no,no,no,no,no,non_candidate,"",uuid:104d55a6-f039-48b2-bf61-74110ddabf8c,uuid:104d55a6-f039-48b2-bf61-74110ddabf8c
"",RK,"Feb 16, 2020 7:12:00 PM",0,8334,University Ave,media/1581880422665.jpg,32.768079,-117.01827499999999,0.0,0.0,commercial_retail,"",undetermined,no,no,no,undetermined,yes,no,no,undetermined,"Currently a dentist office, appears to have a great amount of remodeling.",uuid:34f9b53d-fd3e-4647-a3db-b2bfc3b11c7e,uuid:34f9b53d-fd3e-4647-a3db-b2bfc3b11c7e
"",AM,"Nov 30, 2019 10:28:00 PM",1984,8427,La Mesa Blvd,media/1575152988830.jpg,32.766801,-117.015863,0.0,0.0,residential,two_story,post_modern,yes,yes,yes,undetermined,undetermined,no,no,not_included,"",uuid:fc9b9ce2-31dd-45e5-980f-6378871cce88,uuid:fc9b9ce2-31dd-45e5-980f-6378871cce88
"",Am,"Nov 5, 2019 9:37:00 PM","",7840,La Mesa Blvd,media/1572989896560.jpg,32.767756999999996,-117.02881699999999,0.0,0.0,commercial_retail,one_story,"",yes,yes,"",yes,no,yes,no,undetermined,"",uuid:5e0b507b-d94b-4660-898d-ea48c05819f4,uuid:5e0b507b-d94b-4660-898d-ea48c05819f4
"",Am,"Nov 3, 2019 9:10:00 PM",7891,7891,La Mesa Blvd,media/1572819096444.jpg,32.766151,-117.02747,0.0,0.0,residential,one_story,undetermined,yes,yes,yes,yes,yes,no,no,undetermined,Not sure of the age. Address not in system.,uuid:35f311e3-c1f5-4c99-8b73-af788f6aea5c,uuid:35f311e3-c1f5-4c99-8b73-af788f6aea5c
"",Bb,"Dec 7, 2019 5:58:00 PM","",8381,La Mesa Blvd,media/1575741554135.jpg,32.765527999999996,-117.017304,0.0,0.0,commercial_retail,two_story,undetermined,undetermined,undetermined,yes,undetermined,undetermined,yes,yes,undetermined,Many changes to building,uuid:d72a8ff1-e077-4d43-8e2e-f30e221bf12d,uuid:d72a8ff1-e077-4d43-8e2e-f30e221bf12d
"","AW,ME","Mar 24, 2019 8:46:00 PM",1939,4995,Pine,media/1553460457011.jpg,32.769826,-117.018136,0.0,0.0,residential,one_story,minimal_trad,yes,yes,yes,yes,yes,yes,no,undetermined,"",uuid:df6950b4-4c85-45a8-bff8-efa01edbfd3b,uuid:df6950b4-4c85-45a8-bff8-efa01edbfd3b
"",Bb,"Dec 7, 2019 6:04:00 PM",1960,8415,La Mesa Blvd,media/1575741904993.jpg,32.766213,-117.016246,0.0,0.0,commercial_retail,two_story,contemporary,no,yes,pot_reverse,yes,undetermined,yes,yes,assess,"",uuid:f3cba000-b1cc-468e-b355-bb93d5cd9644,uuid:f3cba000-b1cc-468e-b355-bb93d5cd9644
"",Wr,"Mar 24, 2019 7:25:00 PM","",8281,University,media/1553455612316.jpg,32.767607999999996,-117.019781,0.0,0.0,residential,multi_building_structure,contemporary,yes,no,no,yes,"",no,"",non_candidate,8285 on site as well,uuid:7a657fac-b144-48e2-a163-8576e64bd643,uuid:7a657fac-b144-48e2-a163-8576e64bd643
"",Wr,"Mar 30, 2019 5:41:00 PM",1931,8354,University,media/1553967934179.jpg,32.768077999999996,-117.017713,0.0,0.0,residential,one_story,revivals,no,no,no,yes,undetermined,no,undetermined,more_research,Second residence attached 8354,uuid:5e660b51-3b02-4fba-8182-1553e4feb604,uuid:5e660b51-3b02-4fba-8182-1553e4feb604
"",Wr,"Apr 20, 2019 9:03:00 PM",0,8733,La Mesa,media/1555794250302.jpg,32.770114,-117.00916799999999,0.0,0.0,commercial_retail,one_story,post_modern,yes,yes,undetermined,yes,undetermined,yes,"",more_research,"",uuid:dbbf6a5b-13b2-44e9-aca6-3f92c6092bd6,uuid:dbbf6a5b-13b2-44e9-aca6-3f92c6092bd6
"",AM,"Nov 30, 2019 10:21:00 PM",1991,8419,La Mesa Blvd,media/1575152581825.jpg,32.766332,-117.016037,0.0,0.0,commercial_retail,two_story,post_modern,yes,yes,yes,undetermined,undetermined,no,no,not_included,"",uuid:6c070dfb-6680-47ac-bd4e-c98a2e839f5e,uuid:6c070dfb-6680-47ac-bd4e-c98a2e839f5e
"",AM,"Nov 30, 2019 10:55:00 PM",1940,8461,La Mesa Blvd,media/1575154621506.jpg,32.767858,-117.015338,0.0,0.0,commercial_retail,one_story,modern,yes,yes,no,undetermined,undetermined,no,no,candidate,"",uuid:921fb437-b5af-4933-8bae-d5b8274257b1,uuid:921fb437-b5af-4933-8bae-d5b8274257b1
"",Wr,"Mar 24, 2019 7:39:00 PM","",8217,University,media/1553456427144.jpg,32.767333,-117.020956,0.0,0.0,residential,one_story,minimal_trad,yes,no,no,undetermined,"",no,"",more_research,"",uuid:0c0e95bc-ca87-4d43-8bcc-4ccd769a8974,uuid:0c0e95bc-ca87-4d43-8bcc-4ccd769a8974
"",Am,"Oct 12, 2019 6:45:00 PM","",8043,La Mesa Blvd,media/1570906003553.jpg,32.763284,-117.023906,0.0,0.0,commercial_retail,two_story,undetermined,no,no,no,no,no,no,no,non_candidate,"",uuid:38314fc0-8750-4055-be63-40063b38821c,uuid:38314fc0-8750-4055-be63-40063b38821c
"",RRK,"Mar 7, 2020 7:07:00 PM",0,8475,La Mesa Blvd,media/1583608171647.jpg,32.768046999999996,-117.014878,0.0,0.0,commercial_retail,"",undetermined,undetermined,undetermined,undetermined,undetermined,no,undetermined,undetermined,more_research,Building is currently Lisa's Lil' Times Preschool/Infant Center. Appears to have undergone major renovations. Unsure if 1980 date built on collector is build date or remodel date.,uuid:4fa3d253-69d0-429f-98c4-f6b09fdc6d8d,uuid:4fa3d253-69d0-429f-98c4-f6b09fdc6d8d
"",Wr,"Mar 24, 2019 7:43:00 PM","",8203,University,media/1553456649346.jpg,32.767343,-117.021394,0.0,0.0,commercial_retail,multi_building_structure,undetermined,undetermined,"","","","","","",non_candidate,"",uuid:61829860-4034-40a5-ae95-d75f52e26809,uuid:61829860-4034-40a5-ae95-d75f52e26809
"",Wr,"Mar 24, 2019 7:20:00 PM","",4882,Palm,media/1553455307731.jpg,32.767621999999996,-117.01943299999999,0.0,0.0,residential,one_story,craftsman,no,yes,no,"",no,"",no,non_candidate,"",uuid:4f1e2a2a-b582-4266-bad6-41cc8469212d,uuid:4f1e2a2a-b582-4266-bad6-41cc8469212d
"",Fgg,"Dec 14, 2019 7:58:00 PM",1956,12554,Gjvhkfkj,media/1576353556767.jpg,32.767756999999996,-117.017237,0.0,0.0,commercial_retail,split_level,early_modern,no,"","","","","","","","",uuid:0ad844b3-0abc-4b3f-bb46-275b4d82aa9d,uuid:0ad844b3-0abc-4b3f-bb46-275b4d82aa9d
"",SG,"Feb 18, 2020 12:27:00 AM",1950,8325,La Mesa Blvd,media/1581985703112.jpg,32.765217,-117.018532,0.0,0.0,commercial_retail,one_story,minimal_trad,no,yes,undetermined,yes,yes,yes,undetermined,candidate,"",uuid:03fbfc31-0603-481e-93fd-b50a096afc6e,uuid:03fbfc31-0603-481e-93fd-b50a096afc6e
"",RK,"Feb 18, 2020 6:44:00 PM",1945,8278,University Ave,media/1582051584001.jpg,32.767782,-117.019533,0.0,0.0,residential,"",minimal_trad,no,no,no,undetermined,no,no,undetermined,undetermined,"Porch appears to have been redone, stucco appears to be newer. Has an attached garage",uuid:b8773c8b-82dc-4d4d-9159-6c077b3f2f86,uuid:b8773c8b-82dc-4d4d-9159-6c077b3f2f86
"",Am,"Oct 25, 2019 11:33:00 PM",1920,8088,"",media/1572046505661.jpg,32.767378,-117.02398699999999,0.0,0.0,residential,one_story,"","","","","","","","","","",uuid:850cb3d9-76cb-4361-a8bd-9c2285f2846f,uuid:850cb3d9-76cb-4361-a8bd-9c2285f2846f
"",Kc,"Mar 1, 2020 10:11:00 PM",1953,8160,Center,media/1583100724769.jpg,32.771929,-117.021852,0.0,0.0,commercial_retail,one_story,modern,no,no,no,yes,"",yes,yes,more_research,"",uuid:ba7edea1-4533-409c-9ebd-4f32d8c81ebc,uuid:ba7edea1-4533-409c-9ebd-4f32d8c81ebc
"",SG,"Feb 18, 2020 12:22:00 AM",1960,8313,La Mesa Blvd,media/1581985411267.jpg,32.765,-117.01880999999999,0.0,0.0,commercial_retail,undetermined,undetermined,no,yes,undetermined,yes,undetermined,yes,undetermined,assess,"",uuid:c5b949d8-270d-4746-8a4c-9654e5b70837,uuid:c5b949d8-270d-4746-8a4c-9654e5b70837
"",AM,"Nov 30, 2019 10:02:00 PM",1939,8393,La Mesa Blvd,media/1575151506955.jpg,32.76574,-117.01699199999999,0.0,0.0,commercial_retail,one_story,early_modern,yes,yes,yes,undetermined,undetermined,no,no,confirmed,"",uuid:b2fa5039-b833-41df-8105-097acfd22e8c,uuid:b2fa5039-b833-41df-8105-097acfd22e8c
"",RRK,"Mar 7, 2020 6:47:00 PM",0,8442,La Mesa Blvd,media/1583606970167.jpg,32.767367,-117.01598899999999,0.0,0.0,commercial_retail,"",minimal_trad,no,no,no,yes,no,no,undetermined,more_research,"Currently a dentist's office, looks completely remodeled.",uuid:4d52fe78-2b4b-4258-8012-5b55b9f6bc0b,uuid:4d52fe78-2b4b-4258-8012-5b55b9f6bc0b
"",RK,"Feb 25, 2020 7:19:00 PM",0,8425,La Mesa Blvd,media/1582658441541.jpg,32.766481,-117.015909,0.0,0.0,commercial_retail,"",undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,"Building is currently Mario's De La Mesa Restaurant, but appears to have decorative elements that are original even though there is not a build date in collector. More research is required.",uuid:bc4c6d8e-eaa4-493e-87d4-86a951afe8f1,uuid:bc4c6d8e-eaa4-493e-87d4-86a951afe8f1
"",Ca,"Mar 24, 2019 8:09:00 PM","",8381,University,media/1553458188273.jpg,32.768211,-117.017011,0.0,0.0,residential,one_story,minimal_trad,yes,yes,yes,yes,yes,yes,yes,undetermined,No co app,uuid:08907a98-9caf-429a-abd6-9bcd2a276962,uuid:08907a98-9caf-429a-abd6-9bcd2a276962
"",Am,"Nov 3, 2019 9:20:00 PM","",7921,La Mesa Blvd,media/1572819668668.jpg,32.765794,-117.027447,0.0,0.0,government_institutional,multi_building_structure,undetermined,yes,yes,no,yes,no,yes,no,undetermined,"",uuid:46756b9d-232c-46dd-8a3a-abbed04fd47e,uuid:46756b9d-232c-46dd-8a3a-abbed04fd47e
"",SG,"Feb 18, 2020 1:20:00 AM",1946,8370,La Mesa Blvd,media/1581988862171.jpg,32.765473,-117.01748599999999,0.0,0.0,government_institutional,one_story,contemporary,pot_reverse,yes,undetermined,yes,undetermined,yes,undetermined,candidate,"",uuid:5cb107b6-0a35-412c-ae84-ed056f5c4cea,uuid:5cb107b6-0a35-412c-ae84-ed056f5c4cea
"",AM,"Dec 1, 2019 11:30:00 PM",1921,8278,Late​ Mesa Blvd,media/1575243092091.jpg,32.764919,-117.01940099999999,0.0,0.0,commercial_retail,two_story,undetermined,undetermined,undetermined,no,undetermined,undetermined,undetermined,no,undetermined,Looks like half the building was remoldeled.,uuid:0e53dba2-14f2-4074-b89b-d808bba6f276,uuid:0e53dba2-14f2-4074-b89b-d808bba6f276
"",Kc,"Mar 1, 2020 10:02:00 PM",0,8135,Center,media/1583100272272.jpg,32.771823,-117.022117,0.0,0.0,commercial_retail,one_story,minimal_trad,yes,yes,no,undetermined,no,no,yes,more_research,"",uuid:88bfbc57-5f10-4b38-baf0-258659c8a361,uuid:88bfbc57-5f10-4b38-baf0-258659c8a361
"",Kc,"Mar 1, 2020 9:59:00 PM",0,8126,Guild,media/1583100067704.jpg,32.771986999999996,-117.022528,0.0,0.0,commercial_retail,multi_building_structure,early_modern,yes,yes,no,yes,no,yes,no,more_research,No date,uuid:04f2eccd-6ff8-423f-94d3-a06ea09f9a99,uuid:04f2eccd-6ff8-423f-94d3-a06ea09f9a99
"",RK,"Feb 8, 2020 6:53:00 PM",1931,8366,University Avenue,media/1581188107330.jpg,32.768276,-117.01727,0.0,0.0,commercial_retail,"",early_modern,no,no,no,undetermined,no,undetermined,undetermined,undetermined,Completely remodeled dentist office. Further research necessary,uuid:bed6d2e9-ed5a-478b-a4e7-4de34d881afb,uuid:bed6d2e9-ed5a-478b-a4e7-4de34d881afb
"",Am,"Nov 3, 2019 9:23:00 PM",1990,7950,University Ave,media/1572819932390.jpg,32.764827,-117.027065,0.0,0.0,commercial_retail,one_story,post_modern,yes,yes,no,yes,no,no,no,not_included,"",uuid:c2e1e524-d6ac-4978-a265-3764456e49a4,uuid:c2e1e524-d6ac-4978-a265-3764456e49a4
"",Wr,"Mar 30, 2019 6:25:00 PM",1933,8312,University,media/1553970343378.jpg,32.767939,-117.01876499999999,0.0,0.0,residential,one_story,revivals,no,no,no,no,undetermined,no,no,more_research,"",uuid:bfa2ef4f-2a93-43f7-a5ed-c5ae423628d6,uuid:bfa2ef4f-2a93-43f7-a5ed-c5ae423628d6
"",AM,"Dec 1, 2019 10:22:00 PM",1939,8364,La Mesa Blvd,media/1575238989877.jpg,32.765575,-117.01774499999999,0.0,0.0,commercial_retail,one_story,minimal_trad,yes,undetermined,no,undetermined,undetermined,undetermined,no,candidate,Parts of the building look like they have been renovated.,uuid:e0cbbdfd-5aa0-46ba-803a-c0d9e1c2bac6,uuid:e0cbbdfd-5aa0-46ba-803a-c0d9e1c2bac6
"",RRK,"Mar 7, 2020 8:38:00 PM",1941,8341,La Mesa Blvd,media/1583613879544.jpg,32.765259,-117.018153,0.0,0.0,commercial_retail,"",contemporary,yes,yes,undetermined,yes,no,pot_reverse,undetermined,more_research,"Total Thermal Imaging, Chiropractic Center. Building is currently a spa/clinic establishment. Further information needed. In inventory, needs picture & research",uuid:2ad7275e-0b4d-429a-a5c8-3f9f32ea92ae,uuid:2ad7275e-0b4d-429a-a5c8-3f9f32ea92ae
"",Wr,"Mar 30, 2019 6:50:00 PM",1987,8200,University,media/1553971892208.jpg,32.767393999999996,-117.021559,0.0,0.0,commercial_retail,one_story,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,"",non_candidate,"",uuid:b333909e-fbdd-463b-af8b-85c5dca096e9,uuid:b333909e-fbdd-463b-af8b-85c5dca096e9
"",SG,"Feb 18, 2020 1:03:00 AM","",8401,La Mesa Blvd,media/1581987841484.jpg,32.765861,-117.01700299999999,0.0,0.0,commercial_retail,one_story,revivals,undetermined,"",yes,yes,yes,undetermined,undetermined,more_research,"",uuid:7a14d6f1-e8d3-46ca-9a45-c695127418f3,uuid:7a14d6f1-e8d3-46ca-9a45-c695127418f3
"",Kc,"Mar 1, 2020 9:47:00 PM","",8152,Commercial,media/1583099314120.jpg,32.772881999999996,-117.02331799999999,0.0,0.0,commercial_retail,multi_building_structure,undetermined,yes,no,no,no,no,no,no,more_research,No date,uuid:5fc74328-4fa3-42c6-b482-3d167ad87294,uuid:5fc74328-4fa3-42c6-b482-3d167ad87294
"",Bb,,"","","","",,,,,"","","","","","","","","","","","",uuid:cb01e3b4-0176-4d34-9f60-cb31e5046e9c,uuid:cb01e3b4-0176-4d34-9f60-cb31e5046e9c
"",Wr,"Apr 20, 2019 9:33:00 PM",0,8740,La Mesa,media/1555796024351.jpg,32.770429,-117.00903799999999,0.0,0.0,commercial_retail,one_story,post_modern,"",yes,undetermined,yes,"","","",more_research,"",uuid:cc45d5b0-a4f0-4a6b-b5a8-076b1665d168,uuid:cc45d5b0-a4f0-4a6b-b5a8-076b1665d168
"",Wr,"Apr 20, 2019 8:57:00 PM",0,8701,La Mesa,media/1555793875947.jpg,32.769886,-117.009613,0.0,0.0,commercial_retail,one_story,post_modern,undetermined,yes,undetermined,yes,undetermined,undetermined,undetermined,more_research,"",uuid:02c40c68-4046-4004-9e03-3c00a4cb3d36,uuid:02c40c68-4046-4004-9e03-3c00a4cb3d36
"",AM,"Nov 30, 2019 10:07:00 PM",1922,8411,La Mesa Blvd,media/1575151909237.jpg,32.766154,-117.016245,0.0,0.0,commercial_retail,one_story,early_modern,yes,yes,yes,undetermined,undetermined,no,no,confirmed,"",uuid:e2eb18a1-705d-4b68-9899-64da8828b9c5,uuid:e2eb18a1-705d-4b68-9899-64da8828b9c5
"",AM,"Oct 10, 2019 8:53:00 PM",1957,7991,La Mesa Blvd,media/1570741038467.jpg,32.763857,-117.025382,0.0,0.0,commercial_retail,one_story,modern,yes,yes,no,yes,no,no,no,assess,"",uuid:13cc6b25-619c-4fda-93d5-89f8ec42be68,uuid:13cc6b25-619c-4fda-93d5-89f8ec42be68
"",Jm,"Mar 30, 2019 7:54:00 PM","",8375,University avenue,media/1553975726377.jpg,32.76807,-117.017122,0.0,0.0,commercial_retail,one_story,undetermined,yes,yes,yes,yes,yes,no,undetermined,undetermined,"",uuid:8d726d6f-8f72-4be0-a19b-28ee11238707,uuid:8d726d6f-8f72-4be0-a19b-28ee11238707
"",RRK,"Mar 7, 2020 6:38:00 PM",0,8436,La Mesa Blvd,media/1583606598752.jpg,32.767056,-117.015954,0.0,0.0,residential,"",undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,more_research,"Has carport attached, unsure if this correct for the time period. Also unsure of date built. Due to decorative elements, property appears to be Craftsman / Arts & Crafts as it has many of the elements of the time.",uuid:64a50567-caa2-4b08-8135-b85d65a0a90c,uuid:64a50567-caa2-4b08-8135-b85d65a0a90c
"",Ca,"Mar 30, 2019 8:09:00 PM",0,0,University Ave,media/1553976586190.jpg,32.768225,-117.016115,0.0,0.0,government_institutional,undetermined,undetermined,no,no,no,no,no,undetermined,undetermined,undetermined,"",uuid:acda0758-2bb4-4392-a251-3c7e18c42bf7,uuid:acda0758-2bb4-4392-a251-3c7e18c42bf7
"",AM,"Nov 30, 2019 11:08:00 PM","",8442,La Mesa Blvd,media/1575156089384.jpg,32.767410999999996,-117.015986,0.0,0.0,commercial_retail,one_story,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,Not sure of the age.,uuid:27146123-f479-4b21-987d-6cfa31c8d07e,uuid:27146123-f479-4b21-987d-6cfa31c8d07e
"",RK,"Feb 8, 2020 8:09:00 PM",1983,4975,Memorial drive,media/1581192647105.jpg,32.769916,-117.01552699999999,0.0,0.0,government_institutional,"",post_modern,yes,yes,undetermined,yes,no,yes,undetermined,more_research,Big multi-purpose room for community use. Maintained by the City of La Mesa Parks and Recreation.,uuid:7042fe05-0dc2-4724-a3c3-541c5acf5f67,uuid:7042fe05-0dc2-4724-a3c3-541c5acf5f67
"",Wr,"Mar 24, 2019 7:08:00 PM","",8333,University,media/1553454546264.jpg,32.767849,-117.018248,0.0,0.0,commercial_retail,one_story,contemporary,yes,yes,undetermined,yes,yes,yes,"",more_research,I,uuid:1fefabc8-864d-40cc-b455-9a355416a0fb,uuid:1fefabc8-864d-40cc-b455-9a355416a0fb
"",ME AW,"Mar 24, 2019 8:10:00 PM","",4924,Pine,media/1553458248395.jpg,32.768589,-117.01762099999999,0.0,0.0,residential,one_story,craftsman,yes,yes,yes,yes,yes,yes,undetermined,undetermined,"",uuid:60e9eb9e-d576-456b-82a5-a9fc0d63c088,uuid:60e9eb9e-d576-456b-82a5-a9fc0d63c088
