SubmissionDate,name,datetime,build_date,number,street,photo,waypoint-Latitude,waypoint-Longitude,waypoint-Altitude,waypoint-Accuracy,type,structure,style,windows,walls,porch,roof,chimney,elements,additions,inventory,notes,instanceID,KEY
"",Am,"Nov 3, 2019 9:16:00 PM","",7929,La Mesa Blvd,media/1572819479070.jpg,32.765648,-117.027402,0.0,0.0,government_institutional,multi_building_structure,revivals,yes,yes,yes,yes,yes,yes,no,undetermined,"",uuid:7c689721-c741-4792-9e38-4a3736a8dc6d,uuid:7c689721-c741-4792-9e38-4a3736a8dc6d
"",AM,"Dec 1, 2019 11:07:00 PM",1927,8302,La Mesa Blvd,media/1575241761837.jpg,32.765121,-117.018936,0.0,0.0,commercial_retail,undetermined,revivals,yes,yes,no,undetermined,undetermined,yes,no,confirmed,"",uuid:89e5c841-6c36-44da-8314-d99e5d9c451c,uuid:89e5c841-6c36-44da-8314-d99e5d9c451c
"",AM,"Dec 1, 2019 11:56:00 PM",1946,8370,La Mesa Blvd,media/1575244648816.jpg,32.765643,-117.017738,0.0,0.0,government_institutional,one_story,early_modern,undetermined,yes,no,undetermined,undetermined,no,no,more_research,"",uuid:63e4730d-8e97-4426-afcc-6671cac4c5fe,uuid:63e4730d-8e97-4426-afcc-6671cac4c5fe
"",RK,"Feb 25, 2020 7:30:00 PM",1984,8431,La Mesa Blvd,media/1582659114290.jpg,32.766979,-117.01581999999999,0.0,0.0,residential,"",post_modern,yes,yes,yes,yes,yes,yes,no,more_research,"3 unit building, all attached, with three different (8431/8433/8435) addresses. Lower level consists of garages/carports and storage areas.",uuid:83654d0f-e08a-4731-90bc-3e74d2b2c059,uuid:83654d0f-e08a-4731-90bc-3e74d2b2c059
"",Wr,"Mar 24, 2019 7:06:00 PM","",8341,University,media/1553454410392.jpg,32.76787,-117.01836899999999,0.0,0.0,residential,one_story,minimal_trad,yes,yes,yes,yes,undetermined,yes,undetermined,assess,"",uuid:24625eef-4e52-49f7-b515-f4cbde31aae4,uuid:24625eef-4e52-49f7-b515-f4cbde31aae4
"",Ca,"Mar 24, 2019 8:05:00 PM","",8375,University,media/1553457988244.jpg,32.768101,-117.017179,0.0,0.0,commercial_retail,one_story,minimal_trad,no,no,yes,no,no,undetermined,no,undetermined,No collector info,uuid:0bb561e6-e016-415c-87c7-2ee922664a11,uuid:0bb561e6-e016-415c-87c7-2ee922664a11
"",DCC,"Mar 15, 2020 6:48:00 PM",1978,8235,University,media/1584298209128.jpg,32.767348999999996,-117.020647,0.0,0.0,commercial_retail,one_story,post_modern,pot_reverse,yes,yes,yes,no,yes,undetermined,more_research,Very commercial; prior restaurant with ramp to entrance.,uuid:074cc192-addd-4686-98f9-97928345271c,uuid:074cc192-addd-4686-98f9-97928345271c
"",Bb,"Dec 8, 2019 6:59:00 PM",1990,8430,Lemon ave,media/1575831575043.jpg,32.766013,-117.015441,0.0,0.0,commercial_retail,one_story,modern,yes,yes,yes,yes,undetermined,yes,no,candidate,"",uuid:63478348-642f-46cd-a609-b73ecf5e1a68,uuid:63478348-642f-46cd-a609-b73ecf5e1a68
"",Wr,"Apr 20, 2019 9:05:00 PM",1978,8745,La Mesa,media/1555794380805.jpg,32.770407,-117.008794,0.0,0.0,commercial_retail,one_story,undetermined,"","","","","","","",non_candidate,"",uuid:fb0c8266-a6fb-4ea7-86f1-d85d1dd797bd,uuid:fb0c8266-a6fb-4ea7-86f1-d85d1dd797bd
"",Jim,"Mar 24, 2019 8:22:00 PM","",8469,La Mesa blvd,media/1553459613280.jpg,32.768038,-117.01516699999999,0.0,0.0,commercial_retail,one_story,undetermined,yes,yes,no,yes,no,yes,yes,undetermined,"",uuid:ae51d03c-8066-4d29-9660-cef36d4b8128,uuid:ae51d03c-8066-4d29-9660-cef36d4b8128
"",Bb,"Dec 7, 2019 5:46:00 PM",1950,8371,La Mesa Blvd,media/1575740839627.jpg,32.765577,-117.01750799999999,0.0,0.0,commercial_retail,one_story,minimal_trad,yes,yes,no,yes,no,yes,yes,undetermined,"",uuid:f9c54a7d-9a2a-4f0f-b003-708817e4f095,uuid:f9c54a7d-9a2a-4f0f-b003-708817e4f095
"",SG,"Feb 18, 2020 12:50:00 AM",1952,8371,La Mesa Blvd,media/1581987099685.jpg,32.765558,-117.017624,0.0,0.0,commercial_retail,one_story,early_modern,no,pot_reverse,undetermined,undetermined,undetermined,undetermined,undetermined,more_research,"",uuid:9d6d68b0-767b-45fd-8181-29741642579c,uuid:9d6d68b0-767b-45fd-8181-29741642579c
"",Kc,"Feb 16, 2020 12:13:00 AM","",8107,Commercial,media/1582138175724.jpg,32.772903,-117.02376199999999,0.0,0.0,commercial_retail,multi_building_structure,undetermined,yes,yes,no,undetermined,undetermined,undetermined,yes,non_candidate,"",uuid:4c0d9b91-d273-4485-85db-3bc85e9ff092,uuid:4c0d9b91-d273-4485-85db-3bc85e9ff092
"",RK,"Mar 15, 2020 7:19:00 PM",1920,4887,Palm Ave,media/1584300043764.jpg,32.767615,-117.019143,0.0,0.0,residential,"",craftsman,yes,yes,yes,yes,no,yes,yes,more_research,Possible candidate: home has many features which may qualify it. Also has additions to home which may disqualify it as the additions are visible from the road,uuid:d3242e98-97e9-4246-97b2-2c63dfe78cb1,uuid:d3242e98-97e9-4246-97b2-2c63dfe78cb1
"",DCC,"Mar 15, 2020 7:02:00 PM",1939,8281,University,media/1584299025327.jpg,32.767507,-117.019825,0.0,0.0,residential,two_story,minimal_trad,yes,pot_reverse,pot_reverse,yes,yes,yes,no,more_research,Potential candidate. More research needed.,uuid:32166067-d9c6-4c82-82fc-b101a8ba06c5,uuid:32166067-d9c6-4c82-82fc-b101a8ba06c5
"",Kc,"Feb 16, 2020 12:26:00 AM",1980,8100,Commercial,media/1582138529485.jpg,32.771816,-117.02367299999999,0.0,0.0,commercial_retail,multi_building_structure,undetermined,no,no,no,no,no,no,yes,non_candidate,"",uuid:e1b635d5-5d88-4dc1-9205-436aa5cd6bb8,uuid:e1b635d5-5d88-4dc1-9205-436aa5cd6bb8
"",Wr,"Mar 24, 2019 7:13:00 PM",8315,8315,University,media/1553454839199.jpg,32.767793,-117.018637,0.0,0.0,residential,multi_building_structure,revivals,yes,yes,undetermined,yes,"","","",more_research,8319 and another building on parcel,uuid:99b25518-7f8e-486a-8129-f6681be280b7,uuid:99b25518-7f8e-486a-8129-f6681be280b7
"",Kc,"Mar 1, 2020 9:43:00 PM",1965,8115,Commercial st,media/1583099066650.jpg,32.772911,-117.023579,0.0,0.0,commercial_retail,one_story,modern,no,no,no,no,no,no,no,non_candidate,"",uuid:2cdeb497-a2ec-418f-b48e-88fe0f6db8ce,uuid:2cdeb497-a2ec-418f-b48e-88fe0f6db8ce
"",Wr,"Mar 30, 2019 6:49:00 PM",1989,8220,University,media/1553971776568.jpg,32.767534999999995,-117.021114,0.0,0.0,commercial_retail,two_story,post_modern,yes,yes,undetermined,no,no,undetermined,undetermined,non_candidate,"",uuid:3ceda0c4-869a-4251-b25c-01c8323b0261,uuid:3ceda0c4-869a-4251-b25c-01c8323b0261
"",RK,"Feb 8, 2020 8:42:00 PM",1954,5080,Memorial drive,media/1581194609774.jpg,32.770944,-117.017033,0.0,0.0,commercial_retail,"",modern,undetermined,undetermined,undetermined,undetermined,no,undetermined,undetermined,more_research,"Building appears to be a former clubhouse for the 9-hole Sun Valley golf course/golf area . As the golf course was built in 1954, it is possible the clubhouse was as well. Appears to be in disrepair and has been unused for some time",uuid:03d55aa4-44f5-44e8-8304-89ee49b239d0,uuid:03d55aa4-44f5-44e8-8304-89ee49b239d0
"",Wr,"Mar 30, 2019 5:49:00 PM",1931,8346,University,media/1553968190302.jpg,32.768032,-117.017748,0.0,0.0,commercial_retail,one_story,revivals,pot_reverse,yes,yes,yes,undetermined,undetermined,undetermined,more_research,"",uuid:6d622851-750c-4456-bc5f-727ae1e76096,uuid:6d622851-750c-4456-bc5f-727ae1e76096
"",SG,"Feb 18, 2020 1:29:00 AM",1928,8324,La Mesa Blvd,media/1581989377943.jpg,32.765039,-117.018535,0.0,0.0,commercial_retail,one_story,early_modern,yes,yes,undetermined,yes,undetermined,undetermined,undetermined,assess,"",uuid:1d304531-8aa8-4200-a312-18aca0f8c974,uuid:1d304531-8aa8-4200-a312-18aca0f8c974
"",AM,"Dec 1, 2019 11:36:00 PM",1947,8274,La Mesa Blvd,media/1575243464873.jpg,32.764849999999996,-117.019577,0.0,0.0,commercial_retail,one_story,modern,undetermined,undetermined,no,yes,undetermined,no,no,more_research,The front of the building looks new.,uuid:e08f5d17-9d1d-448c-87d0-58d28fd63ebe,uuid:e08f5d17-9d1d-448c-87d0-58d28fd63ebe
"",Am,"Nov 3, 2019 9:03:00 PM",1940,7887,La Mesa Blvd,media/1572818715707.jpg,32.766534,-117.027597,0.0,0.0,residential,one_story,undetermined,yes,yes,no,yes,yes,no,no,candidate,Looks age appropriate.,uuid:d1d3f5fd-db73-407b-816d-332f99e1027f,uuid:d1d3f5fd-db73-407b-816d-332f99e1027f
"",Wr,"Apr 20, 2019 9:39:00 PM",1947,8674,La Mesa,media/1555796501300.jpg,32.769701999999995,-117.010477,0.0,0.0,commercial_retail,one_story,modern,yes,no,no,no,"","","",non_candidate,"",uuid:6f414fb7-9e02-4560-8a8f-5d452a95c302,uuid:6f414fb7-9e02-4560-8a8f-5d452a95c302
"",Bb,"Oct 12, 2019 6:31:00 PM","","","","",,,,,"","","","","","","","","","","","",uuid:8e1fac49-8b9b-499d-a01a-2e7fe561197a,uuid:8e1fac49-8b9b-499d-a01a-2e7fe561197a
"",Am,"Nov 5, 2019 10:33:00 PM","",8201,La Mesa Blvd,media/1572993299205.jpg,32.763954,-117.021284,0.0,0.0,commercial_retail,one_story,early_modern,yes,yes,no,undetermined,no,undetermined,no,undetermined,"",uuid:e36fcc3f-4901-4743-a937-e2542519032b,uuid:e36fcc3f-4901-4743-a937-e2542519032b
"",Am,"Nov 3, 2019 8:58:00 PM",1940,7885,La Mesa Blvd,media/1572818451746.jpg,32.766641,-117.027709,0.0,0.0,residential,one_story,undetermined,yes,yes,no,yes,yes,no,no,candidate,Looks age appropriate.,uuid:760cbab6-91fe-47da-bbc0-0ca4d2938926,uuid:760cbab6-91fe-47da-bbc0-0ca4d2938926
"",SG,"Feb 18, 2020 12:41:00 AM",1941,8341,La Mesa Blvd,media/1581986559532.jpg,32.765381,-117.0183,0.0,0.0,commercial_retail,one_story,undetermined,no,no,undetermined,yes,undetermined,undetermined,undetermined,undetermined,"",uuid:c92551bb-6285-4232-90c9-72add58a8817,uuid:c92551bb-6285-4232-90c9-72add58a8817
"",Wr,"Apr 20, 2019 8:30:00 PM",1981,8475,University,media/1555792250341.jpg,32.768143,-117.014838,0.0,0.0,commercial_retail,two_story,post_modern,yes,yes,undetermined,yes,undetermined,"","",non_candidate,"",uuid:f34fd7c5-64fd-47fc-a61c-75f575d4a18a,uuid:f34fd7c5-64fd-47fc-a61c-75f575d4a18a
"",Am,"Nov 27, 2019 7:33:00 PM",1930,8295,La Mesa Blvd,media/1574883359058.jpg,32.764857,-117.019075,0.0,0.0,commercial_retail,two_story,craftsman,yes,yes,no,undetermined,undetermined,no,no,confirmed,"",uuid:eedeae40-b04e-49fa-a8b4-1adc5f753f7d,uuid:eedeae40-b04e-49fa-a8b4-1adc5f753f7d
"",Am,"Nov 5, 2019 10:13:00 PM","",7936,La Mesa Blvd,media/1572992015581.jpg,32.765414,-117.026913,0.0,0.0,commercial_retail,two_story,undetermined,yes,yes,no,yes,no,yes,no,undetermined,"",uuid:47569582-f8eb-4c85-b215-dd08f97281c7,uuid:47569582-f8eb-4c85-b215-dd08f97281c7
"",Am,"Nov 5, 2019 10:04:00 PM","",7916,"",media/1572991573417.jpg,32.765758,-117.027203,0.0,0.0,residential,one_story,undetermined,pot_reverse,pot_reverse,yes,yes,yes,no,no,undetermined,"",uuid:1efee528-42c0-4599-9061-0adccf15fefa,uuid:1efee528-42c0-4599-9061-0adccf15fefa
"",Ca,"Mar 30, 2019 8:02:00 PM",1937,8387,University Ave,media/1553976187494.jpg,32.768166,-117.016933,0.0,0.0,residential,one_story,folk_trad_victorian,yes,yes,yes,yes,yes,yes,yes,undetermined,"",uuid:aaaf7ed5-5988-43ed-8008-004bc0b145ea,uuid:aaaf7ed5-5988-43ed-8008-004bc0b145ea
"",DCC,"Mar 7, 2020 6:56:00 PM",1965,8450,La Mesa Blvd,media/1583607472218.jpg,32.767567,-117.015767,0.0,0.0,government_institutional,one_story,modern,yes,yes,yes,yes,no,yes,no,candidate,"Decorative elements such as the exposed beams of porch.  Roofing is composite shingle. 
Built as a community center.",uuid:f9614044-3dc7-4688-9036-fe531cf44a15,uuid:f9614044-3dc7-4688-9036-fe531cf44a15
"",Kc,"Mar 1, 2020 10:27:00 PM",0,8185,Center,media/1583101708196.jpg,32.772418,-117.020333,0.0,0.0,commercial_retail,one_story,undetermined,no,no,no,no,no,no,no,more_research,No date,uuid:ffabe654-f337-48d3-b061-06b1ca48ece3,uuid:ffabe654-f337-48d3-b061-06b1ca48ece3
"",RK,"Feb 8, 2020 6:48:00 PM",1931,8372,University Avenue,media/1581187798391.jpg,32.768333999999996,-117.017118,0.0,0.0,commercial_retail,"",early_modern,no,undetermined,undetermined,undetermined,yes,undetermined,undetermined,undetermined,"The Phoenix Down Salon and Spa beauty salon, possible extensive remodeling but more than anything, has new windows.",uuid:e7bb3d72-a2e6-4659-832e-063aaab3f506,uuid:e7bb3d72-a2e6-4659-832e-063aaab3f506
"",DCC,"Mar 7, 2020 6:48:00 PM",1985,8440,La Mesa Blvd,media/1583606925644.jpg,32.767142,-117.01594899999999,0.0,0.0,residential,one_story,post_modern,yes,yes,yes,yes,no,yes,no,undetermined,Built as Spanish revival/bungalow (with art deco stylings). Aluminum windows appropriate for the year.,uuid:7c51b7ed-e33b-4b13-af90-72b62c57b9c6,uuid:7c51b7ed-e33b-4b13-af90-72b62c57b9c6
"",Wr,"Mar 30, 2019 6:22:00 PM",1991,8318,University,media/1553970172201.jpg,32.768052,-117.01868999999999,0.0,0.0,commercial_retail,two_story,post_modern,yes,yes,yes,yes,undetermined,undetermined,undetermined,non_candidate,"",uuid:6905d99b-7238-4266-967e-c8e7593c3e30,uuid:6905d99b-7238-4266-967e-c8e7593c3e30
"","AW,ME","Mar 24, 2019 8:21:00 PM","",4942,Pine,media/1553459218655.jpg,32.76882,-117.017589,0.0,0.0,residential,one_story,revivals,yes,yes,yes,yes,yes,yes,no,undetermined,"",uuid:da2a74cb-efbb-4135-94fa-7c5d6b3fc9c5,uuid:da2a74cb-efbb-4135-94fa-7c5d6b3fc9c5
"",AM,"Dec 1, 2019 10:19:00 PM",1946,8370,La Mesa Blvd,"",,,,,"","","","","","","","","","","","",uuid:419c3c63-5fcb-403e-85f2-2b2674d6d768,uuid:419c3c63-5fcb-403e-85f2-2b2674d6d768
"",SG,"Feb 18, 2020 1:31:00 AM",1927,8302,La Mesa Blvd,media/1581989545959.jpg,32.765173,-117.018783,0.0,0.0,commercial_retail,one_story,revivals,yes,yes,yes,yes,yes,yes,undetermined,confirmed,"",uuid:0010fdaa-1546-44fb-ab11-e30c52bfc0f7,uuid:0010fdaa-1546-44fb-ab11-e30c52bfc0f7
"",AM,"Nov 27, 2019 7:55:00 PM",1950,8323,La Mesa Blvd,media/1574884589527.jpg,32.765133,-117.01843199999999,0.0,0.0,commercial_retail,one_story,modern,yes,yes,no,yes,undetermined,no,no,parcel_address_issue,"",uuid:a27970df-a94c-4c3b-be17-18072432e9bc,uuid:a27970df-a94c-4c3b-be17-18072432e9bc
"",Am,"Nov 3, 2019 8:53:00 PM",1970,7883,La Mesa Blvd,media/1572818185873.jpg,32.76684,-117.027867,0.0,0.0,commercial_retail,one_story,undetermined,yes,yes,yes,yes,no,no,pot_reverse,not_included,"",uuid:03be52f1-1041-4a5b-9bf9-680b638a3f23,uuid:03be52f1-1041-4a5b-9bf9-680b638a3f23
"",SG,"Feb 17, 2020 11:58:00 PM",1909,4847,Palm Ave,media/1581983959031.jpg,32.765989999999995,-117.019353,0.0,0.0,residential,one_story,craftsman,yes,yes,yes,yes,yes,yes,undetermined,confirmed,"",uuid:a9665f8f-00dd-4d9b-8c9e-1d29a79e3c2b,uuid:a9665f8f-00dd-4d9b-8c9e-1d29a79e3c2b
"",AM,"Nov 30, 2019 10:25:00 PM","",8425,La Mesa Blvd,media/1575152775603.jpg,32.766639,-117.01593199999999,0.0,0.0,commercial_retail,one_story,undetermined,yes,yes,yes,yes,undetermined,no,no,more_research,"",uuid:3a56524d-459d-42c6-ac40-7a53ab4b06d2,uuid:3a56524d-459d-42c6-ac40-7a53ab4b06d2
"",Am,"Nov 30, 2019 12:10:00 AM",1920,8329,La Mesa Blvd,media/1575072706507.jpg,32.765198,-117.01824699999999,0.0,0.0,commercial_retail,one_story,craftsman,yes,yes,no,undetermined,undetermined,pot_reverse,no,confirmed,"",uuid:c64060f7-e862-471e-9a50-53cfcc840bdb,uuid:c64060f7-e862-471e-9a50-53cfcc840bdb
"",Am,"Nov 5, 2019 9:54:00 PM","","","",media/1572990919297.jpg,32.767199999999995,-117.027925,0.0,0.0,residential,one_story,minimal_trad,yes,yes,yes,yes,no,yes,no,undetermined,"",uuid:699272b8-b540-4986-9f92-296ba71a4e87,uuid:699272b8-b540-4986-9f92-296ba71a4e87
"",Wr,"Apr 20, 2019 8:48:00 PM",0,8665,La Mesa,media/1555793390088.jpg,32.7694,-117.010633,0.0,0.0,commercial_retail,multi_building_structure,undetermined,undetermined,undetermined,"","","","","",non_candidate,"",uuid:0208284c-4abb-42e2-8569-710b216a22f2,uuid:0208284c-4abb-42e2-8569-710b216a22f2
"",Wr,"Mar 24, 2019 6:53:00 PM",8359,8369,University,media/1553453969127.jpg,32.76775,-117.017347,0.0,0.0,residential,two_story,post_modern,yes,yes,yes,undetermined,undetermined,undetermined,undetermined,more_research,"",uuid:1d13adb0-f69f-4948-aa9d-72fe16f7eef7,uuid:1d13adb0-f69f-4948-aa9d-72fe16f7eef7
"",AM,"Nov 30, 2019 11:04:00 PM",1954,8465,La Mesa Blvd,media/1575155209748.jpg,32.768065,-117.015143,0.0,0.0,residential,two_story,modern,yes,yes,no,undetermined,undetermined,no,no,candidate,"",uuid:7618e9fc-a0a9-4e22-bf4e-994e4836956e,uuid:7618e9fc-a0a9-4e22-bf4e-994e4836956e
"",SG,"Feb 18, 2020 12:44:00 AM",1950,4730,3rd,media/1581986724331.jpg,32.765402,-117.01820599999999,0.0,0.0,commercial_retail,undetermined,early_modern,no,yes,undetermined,yes,undetermined,undetermined,undetermined,more_research,"",uuid:a00873a9-7066-4621-a00e-c1d3a5745376,uuid:a00873a9-7066-4621-a00e-c1d3a5745376
"",Kc,"Feb 16, 2020 12:07:00 AM",1950,8103,Commercial,media/1582138611648.jpg,32.771724,-117.02367199999999,0.0,0.0,commercial_retail,multi_building_structure,minimal_trad,yes,yes,no,undetermined,no,yes,yes,more_research,"",uuid:5a8d602f-ef3f-42ae-99a1-b024ddb4cbd2,uuid:5a8d602f-ef3f-42ae-99a1-b024ddb4cbd2
"",RRK,"Mar 7, 2020 7:55:00 PM",0,8381,La Mesa Blvd,media/1583611050971.jpg,32.765614,-117.01726,0.0,0.0,commercial_retail,"",undetermined,undetermined,undetermined,undetermined,undetermined,no,undetermined,undetermined,more_research,Building is currently Surf Rider Pizza Co. restaurant with many renovation details to include outside patios. Unsure of original build or renovation date.,uuid:12c3d123-f5b0-4fa6-85d7-a1b308356c9b,uuid:12c3d123-f5b0-4fa6-85d7-a1b308356c9b
"",RK,"Feb 18, 2020 7:20:00 PM",1919,8234,University Avenue,media/1582053859101.jpg,32.767583,-117.020697,0.0,0.0,residential,"",craftsman,yes,pot_reverse,pot_reverse,yes,no,yes,undetermined,more_research,"Walls have been redone along with porch lentil and support beams, all potentially reversible. This is a possible candidate. But, it is a home not in the best of shape.",uuid:7db8d9ea-2cd0-4d65-8d16-3265f67e722d,uuid:7db8d9ea-2cd0-4d65-8d16-3265f67e722d
"",Jm,"Mar 30, 2019 7:57:00 PM",1937,8387,University,media/1553976014944.jpg,32.768158,-117.016921,0.0,0.0,residential,one_story,folk_trad_victorian,yes,yes,yes,yes,no,yes,no,undetermined,"",uuid:1625b58e-7d33-421f-8f3a-a84a22ceba1c,uuid:1625b58e-7d33-421f-8f3a-a84a22ceba1c
"",RK,"Feb 8, 2020 6:41:00 PM",0,8378,University Avenue,media/1581187382881.jpg,32.768327,-117.016886,0.0,0.0,residential,"",undetermined,undetermined,undetermined,undetermined,undetermined,no,yes,undetermined,undetermined,"8 unit apartment complex, parking in rear, more information necessary as there is no year built in the Collector.",uuid:5d9c4454-53f5-4f30-b750-0b4fdfaff14b,uuid:5d9c4454-53f5-4f30-b750-0b4fdfaff14b
"",Jm,"Mar 30, 2019 7:41:00 PM",1908,8369,University avenue,media/1553975479868.jpg,32.768131,-117.017252,0.0,0.0,government_institutional,two_story,folk_trad_victorian,yes,yes,yes,yes,yes,no,no,undetermined,"",uuid:01c777ad-d366-4ca4-8b00-3adf54e9c82d,uuid:01c777ad-d366-4ca4-8b00-3adf54e9c82d
"",AM,"Oct 10, 2019 9:17:00 PM","",8029,La Mesa Blvd,media/1570742357569.jpg,32.763391999999996,-117.02437599999999,0.0,0.0,commercial_retail,one_story,post_modern,no,no,no,yes,yes,no,yes,more_research,"",uuid:e8cbcdaf-a07a-4a44-b1c9-ad17ca111bc8,uuid:e8cbcdaf-a07a-4a44-b1c9-ad17ca111bc8
"",Dcc,"Feb 16, 2020 6:07:00 PM",1937,8360,University,media/1581878020539.jpg,32.768228,-117.017461,0.0,0.0,residential,multi_building_structure,undetermined,no,undetermined,no,undetermined,yes,no,yes,more_research,Time period undetermined; front entrance may have been relocated to side street. Detached apartment directly behind.,uuid:1f9fe781-b75f-464a-85de-6b6ae94c11d4,uuid:1f9fe781-b75f-464a-85de-6b6ae94c11d4
"",DCC,"Feb 18, 2020 7:15:00 PM",1926,8240,University,media/1582053428647.jpg,32.76761,-117.02049799999999,0.0,0.0,residential,one_story,undetermined,no,undetermined,yes,undetermined,no,yes,no,more_research,Could be early traditional...but has a few Craftsman elements ( like the header over the porch). More info needed.,uuid:9cdeb3dd-0dee-4180-bf9a-6dd7beef8aee,uuid:9cdeb3dd-0dee-4180-bf9a-6dd7beef8aee
"",Kc,"Feb 16, 2020 1:07:00 AM",1950,8103,Commercial St,media/1582016453499.jpg,32.7068,-117.032946,0.0,0.0,commercial_retail,multi_building_structure,undetermined,no,no,no,no,no,undetermined,yes,non_candidate,New windows and tar and gravel roof!,uuid:50bcaadf-43de-416a-ab7d-cf4a4509a234,uuid:50bcaadf-43de-416a-ab7d-cf4a4509a234
"",Wr,"Mar 30, 2019 6:42:00 PM",1985,8246,University,media/1553971388570.jpg,32.767534,-117.020253,0.0,0.0,commercial_retail,one_story,post_modern,yes,yes,no,yes,undetermined,undetermined,no,more_research,"",uuid:e0319777-9953-4980-acce-4e28784e11af,uuid:e0319777-9953-4980-acce-4e28784e11af
"",ME AW,"Mar 24, 2019 8:29:00 PM","",4950,Pine,media/1553459370239.jpg,32.768901,-117.01764399999999,0.0,0.0,residential,one_story,undetermined,yes,yes,yes,yes,yes,yes,yes,undetermined,"",uuid:fa62a4a5-73d0-48c2-8259-58afd8155de1,uuid:fa62a4a5-73d0-48c2-8259-58afd8155de1
"",DCC,"Mar 7, 2020 6:35:00 PM",1922,8430,La Mesa Blvd,media/1583606254322.jpg,32.766988,-117.015969,0.0,0.0,residential,one_story,craftsman,yes,yes,yes,yes,yes,yes,undetermined,candidate,Ironwork probably isn't original. Windows aren't paned but still wooden casings. New shingled roof. Concrete porch looks original possibly resurfaced.,uuid:6640b1d1-aa4c-4773-92d3-e6c790c9a4bb,uuid:6640b1d1-aa4c-4773-92d3-e6c790c9a4bb
"",RK,"Feb 16, 2020 7:42:00 PM",1933,8312,University Ave,media/1581882276346.jpg,32.767951,-117.01881999999999,0.0,0.0,residential,"",early_modern,no,yes,undetermined,undetermined,yes,pot_reverse,yes,more_research,Porch/entry makes this property possibly not eligible. Property also appears to have aluminium windows.,uuid:2dda7c46-0c99-4b19-8b56-6f670d35ba31,uuid:2dda7c46-0c99-4b19-8b56-6f670d35ba31
"",AM,"Oct 10, 2019 9:01:00 PM",1967,8007,La Mesa Blvd,media/1570741487445.jpg,32.763656,-117.024909,0.0,0.0,commercial_retail,one_story,modern,yes,no,no,undetermined,no,no,no,non_candidate,"",uuid:0b6a046d-61af-4e2d-8103-4888adea5626,uuid:0b6a046d-61af-4e2d-8103-4888adea5626
"",AM,"Dec 1, 2019 10:36:00 PM","",8350,La Mesa Blvd,media/1575239806334.jpg,32.765474999999995,-117.01804999999999,0.0,0.0,commercial_retail,one_story,undetermined,yes,yes,no,yes,undetermined,undetermined,no,undetermined,"",uuid:41633dbe-b858-494e-a7f7-525f1c195ac5,uuid:41633dbe-b858-494e-a7f7-525f1c195ac5
"",AM,"Oct 12, 2019 6:51:00 PM",1980,8077,La Mesa Blvd,media/1570906356667.jpg,32.763269,-117.02291199999999,0.0,0.0,commercial_retail,one_story,undetermined,no,no,yes,yes,no,no,no,more_research,"",uuid:5047b5da-5f52-48ba-98b5-307eaaff5699,uuid:5047b5da-5f52-48ba-98b5-307eaaff5699
"",Ca,"Mar 30, 2019 8:07:00 PM",0,0,University Ave,media/1553976498010.jpg,32.768105999999996,-117.01641699999999,0.0,0.0,government_institutional,undetermined,undetermined,no,no,no,no,no,no,no,undetermined,"",uuid:93061bb1-7a4b-4b12-ac45-77642608e27e,uuid:93061bb1-7a4b-4b12-ac45-77642608e27e
"",RK,"Mar 15, 2020 7:12:00 PM",1927,4882,Palm Ave,media/1584299612053.jpg,32.767514,-117.01927599999999,0.0,0.0,residential,"",craftsman,yes,yes,yes,yes,yes,yes,yes,more_research,"House has been made into a 2 unit property with a separate entrance at 8291 University Ave. Besides one window on original 'side' of home, all other elements appear to be good. Unsure about stone pylons & chimney though",uuid:ccfe1ced-a035-4f6d-a34c-2f8116493cc6,uuid:ccfe1ced-a035-4f6d-a34c-2f8116493cc6
"",Am,"Nov 5, 2019 9:47:00 PM","",7866,La Mesa Blvd,media/1572990510424.jpg,32.767458,-117.02818099999999,0.0,0.0,commercial_retail,one_story,"",yes,yes,no,yes,no,no,no,undetermined,"",uuid:804b1e14-1373-44f7-a257-1a8941845d86,uuid:804b1e14-1373-44f7-a257-1a8941845d86
"",SG,"Feb 18, 2020 12:54:00 AM","",8381,La Mesa,media/1581987274390.jpg,32.765642,-117.017448,0.0,0.0,commercial_retail,one_story,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,undetermined,"",uuid:7a4798b3-360c-4c68-b8d2-bdbee7d84080,uuid:7a4798b3-360c-4c68-b8d2-bdbee7d84080
"",Bb,"Dec 7, 2019 5:48:00 PM",1980,8384,La Mesa Blvd,media/1575740973447.jpg,32.765568,-117.017471,0.0,0.0,commercial_retail,one_story,modern,yes,no,no,no,no,yes,yes,assess,"Many changes, but many age appropriate upkeep. Needs more research",uuid:acbb3cef-8b03-4a73-a12f-0d060825a534,uuid:acbb3cef-8b03-4a73-a12f-0d060825a534
"",Am,"Nov 5, 2019 9:42:00 PM","",7856,La Mesa Blvd,media/1572990252704.jpg,32.767548999999995,-117.028399,0.0,0.0,commercial_retail,two_story,revivals,yes,yes,yes,yes,undetermined,yes,undetermined,undetermined,"",uuid:11c08f4a-97fb-4d70-b199-54ac53eec947,uuid:11c08f4a-97fb-4d70-b199-54ac53eec947
